market,n_ticks,pnl
ethereum,100,19.10343838939457
ethereum,100,-1.188783050847455
ethereum,100,-38.189346591849244
ethereum,100,-9.500963157464128
ethereum,100,-3.3347624849630577
ethereum,100,-1.3505609130434753
ethereum,100,-1.0351515151515134
ethereum,100,-6.0187734957512475
ethereum,100,-67.81202170680956
ethereum,100,29.385915413423945
ethereum,100,-5.834519323671493
